Date,Creative,"Creative ID","Total Ads Requested"
2025-12-29,CBO36IT-5078851-DLR_FY26_ENG_70thCelebrationPhase4_320x50,5812866,1462822
2025-12-29,CBO36IT-5078851-DLR_FY26_ENG_70thCelebrationPhase4_728x90,5812683,296128
2025-12-29,CC4DFQ5-4983150-WDW_FY25_SPN_HolidaysINSPIREACTIVATETRANSACTFLRESNOOFF_160x600,5625027,424
2025-12-29,CC4DFQ5-4983150-WDW_FY25_SPN_HolidaysINSPIREACTIVATETRANSACTFLRESNOOFF_300x250,5625028,3846
2025-12-29,CC4DFQ5-4983150-WDW_FY25_SPN_HolidaysINSPIREACTIVATETRANSACTFLRESNOOFF_300x600,5625029,241
2025-12-29,CC4DFQ5-4983150-WDW_FY25_SPN_HolidaysINSPIREACTIVATETRANSACTFLRESNOOFF_320x50,5611416,2589
2025-12-29,CC4DFQ5-4983150-WDW_FY25_SPN_HolidaysINSPIREACTIVATETRANSACTFLRESNOOFF_728x90,5625030,799
2025-12-29,CC6SD8J-4264652-DLR_FY25_ENG_LightningLane70thCelebration_160x600,5416765,1162
2025-12-29,CC6SD8J-4264652-DLR_FY25_ENG_LightningLane70thCelebration_300x250,5416766,8929
2025-12-29,CC6SD8J-4264652-DLR_FY25_ENG_LightningLane70thCelebration_300x600,5416767,437
2025-12-29,CC6SD8J-4264652-DLR_FY25_ENG_LightningLane70thCelebration_320x50,5416597,4960
2025-12-29,CC6SD8J-4264652-DLR_FY25_ENG_LightningLane70thCelebration_728x90,5416768,3468
2025-12-29,CCBZY20-3980700-DCL_FY24_ENG_TRITONDESTINYSUSTAINCANNOOFF_160x600,4880623,20769
2025-12-29,CCBZY20-3980700-DCL_FY24_ENG_TRITONDESTINYSUSTAINCANNOOFF_300x250,4880624,259019
2025-12-29,CCBZY20-3980700-DCL_FY24_ENG_TRITONDESTINYSUSTAINCANNOOFF_300x600,4880625,18803
2025-12-29,CCBZY20-3980700-DCL_FY24_ENG_TRITONDESTINYSUSTAINCANNOOFF_320x50,4880111,184370
2025-12-29,CCBZY20-3980700-DCL_FY24_ENG_TRITONDESTINYSUSTAINCANNOOFF_728x90,4880626,80763
2025-12-29,CCHFY06-4647451-DCL_FY25_ENG_ACTIVATEV1DOMNOOFF_160x600,5595875,1630
2025-12-29,CCHFY06-4647451-DCL_FY25_ENG_ACTIVATEV1DOMNOOFF_300x250,5595876,11431
2025-12-29,CCHFY06-4647451-DCL_FY25_ENG_ACTIVATEV1DOMNOOFF_300x600,5595877,1303
2025-12-29,CCHFY06-4647451-DCL_FY25_ENG_ACTIVATEV1DOMNOOFF_320x50,5566684,20065
2025-12-29,CCHFY06-4647451-DCL_FY25_ENG_ACTIVATEV1DOMNOOFF_728x90,5595878,4480
2025-12-29,CCUG0KR-5242250-DLR_FY26_ENG_HotelsOffersTransactDOMQ2ResortROOffer_160x600,5813083,2422
2025-12-29,CCUG0KR-5242250-DLR_FY26_ENG_HotelsOffersTransactDOMQ2ResortROOffer_300x250,5813085,15722
2025-12-29,CCUG0KR-5242250-DLR_FY26_ENG_HotelsOffersTransactDOMQ2ResortROOffer_300x600,5813087,1021
2025-12-29,CCUG0KR-5242250-DLR_FY26_ENG_HotelsOffersTransactDOMQ2ResortROOffer_320x50,5815399,13807
2025-12-29,CCUG0KR-5242250-DLR_FY26_ENG_HotelsOffersTransactDOMQ2ResortROOffer_728x90,5813088,5383
2025-12-29,CCWBUGU-5037350-WDW_FY26_SPN_FOHOfferPASSHLDRFLRESNOOFF_160x600,5682435,343
2025-12-29,CCWBUGU-5037350-WDW_FY26_SPN_FOHOfferPASSHLDRFLRESNOOFF_300x250,5682436,3201
2025-12-29,CCWBUGU-5037350-WDW_FY26_SPN_FOHOfferPASSHLDRFLRESNOOFF_300x600,5682437,356
2025-12-29,CCWBUGU-5037350-WDW_FY26_SPN_FOHOfferPASSHLDRFLRESNOOFF_320x50,5661999,2403
2025-12-29,CCWBUGU-5037350-WDW_FY26_SPN_FOHOfferPASSHLDRFLRESNOOFF_728x90,5682438,813
2025-12-29,CD3J460-4677300-DVC_FY25_ENG_DVCVillasWestofRockiesVDHStaticDVCMEMNOOFF_160x600,5403915,351
2025-12-29,CD3J460-4677300-DVC_FY25_ENG_DVCVillasWestofRockiesVDHStaticDVCMEMNOOFF_300x250,5403916,5154
2025-12-29,CD3J460-4677300-DVC_FY25_ENG_DVCVillasWestofRockiesVDHStaticDVCMEMNOOFF_300x600,5403917,647
2025-12-29,CD3J460-4677300-DVC_FY25_ENG_DVCVillasWestofRockiesVDHStaticDVCMEMNOOFF_320x50,5395139,4917
2025-12-29,CD3J460-4677300-DVC_FY25_ENG_DVCVillasWestofRockiesVDHStaticDVCMEMNOOFF_728x90,5403918,1234
2025-12-29,CDKQE1A-5078851-DLR_FY26_SPA_70thCelebrationPhase4_160x600,5812625,255
2025-12-29,CDKQE1A-5078851-DLR_FY26_SPA_70thCelebrationPhase4_300x250,5812627,25695
2025-12-29,CDKQE1A-5078851-DLR_FY26_SPA_70thCelebrationPhase4_300x600,5812629,2022
2025-12-29,CDKQE1A-5078851-DLR_FY26_SPA_70thCelebrationPhase4_320x50,5809220,23454
2025-12-29,CDKQE1A-5078851-DLR_FY26_SPA_70thCelebrationPhase4_728x90,5812631,903
2025-12-29,CDYR6QP-5182651-DVC_FY26_ENG_Q2InspireDisplayBannersDOMNOOFF_160x600,5838385,849
2025-12-29,CDYR6QP-5182651-DVC_FY26_ENG_Q2InspireDisplayBannersDOMNOOFF_300x250,5838386,11398
2025-12-29,CDYR6QP-5182651-DVC_FY26_ENG_Q2InspireDisplayBannersDOMNOOFF_300x600,5838387,1765
2025-12-29,CDYR6QP-5182651-DVC_FY26_ENG_Q2InspireDisplayBannersDOMNOOFF_728x90,5838388,3480
2025-12-29,CDYR6QP-5182651-DVC_FY26_ENG_Q2InspireStaticBannerDOMNOOFF_320x50,5836052,9367
2025-12-29,CE0DYZX-4870303-WDW_FY25_ENG_BaboonZootopiaDigitalBannersStaticGENNOOFF_160x600,5680446,48693
2025-12-29,CE0DYZX-4870303-WDW_FY25_ENG_BaboonZootopiaDigitalBannersStaticGENNOOFF_300x250,5680447,578548
2025-12-29,CE0DYZX-4870303-WDW_FY25_ENG_BaboonZootopiaDigitalBannersStaticGENNOOFF_300x600,5680448,58364
2025-12-29,CE0DYZX-4870303-WDW_FY25_ENG_BaboonZootopiaDigitalBannersStaticGENNOOFF_320x50,5665950,433047
2025-12-29,CE0DYZX-4870303-WDW_FY25_ENG_BaboonZootopiaDigitalBannersStaticGENNOOFF_728x90,5680449,187945
2025-12-29,CE1YYAE-5077901-DLR_ENG_HolidayDisplayBanners_160x600,5682917,969
2025-12-29,CE1YYAE-5077901-DLR_ENG_HolidayDisplayBanners_300x250,5682918,8708
2025-12-29,CE1YYAE-5077901-DLR_ENG_HolidayDisplayBanners_300x600,5682919,534
2025-12-29,CE1YYAE-5077901-DLR_ENG_HolidayDisplayBanners_320x50,5678203,4454
2025-12-29,CE1YYAE-5077901-DLR_ENG_HolidayDisplayBanners_728x90,5682920,2725
2025-12-29,CEDYSF5-3838885-DLR_FY24_ENG_SCATransactAbandoner_160x600,4871642,233
2025-12-29,CEDYSF5-3838885-DLR_FY24_ENG_SCATransactAbandoner_300x250,4871638,4232
2025-12-29,CEDYSF5-3838885-DLR_FY24_ENG_SCATransactAbandoner_300x600,4871639,471
2025-12-29,CEDYSF5-3838885-DLR_FY24_ENG_SCATransactAbandoner_320x50,4829532,396
2025-12-29,CEDYSF5-3838885-DLR_FY24_ENG_SCATransactAbandoner_728x90,4871640,1026
2025-12-29,CEF9P2F-3830360-WDW_FY24_ENG_SCASecondTouchTickets_160x600,4918352,76
2025-12-29,CEF9P2F-3830360-WDW_FY24_ENG_SCASecondTouchTickets_300x250,4918353,587
2025-12-29,CEF9P2F-3830360-WDW_FY24_ENG_SCASecondTouchTickets_300x600,4918354,57
2025-12-29,CEF9P2F-3830360-WDW_FY24_ENG_SCASecondTouchTickets_320x50,4724148,122
2025-12-29,CEF9P2F-3830360-WDW_FY24_ENG_SCASecondTouchTickets_728x90,4918355,134
2025-12-29,CEHTK3B-4273904-DCL_FY25_ENG_TEXASV2DOMNOOFF_160x600,5401483,858
2025-12-29,CEHTK3B-4273904-DCL_FY25_ENG_TEXASV2DOMNOOFF_300x250,5401484,6658
2025-12-29,CEHTK3B-4273904-DCL_FY25_ENG_TEXASV2DOMNOOFF_300x600,5401485,441
2025-12-29,CEHTK3B-4273904-DCL_FY25_ENG_TEXASV2DOMNOOFF_320x50,5330001,6083
2025-12-29,CEHTK3B-4273904-DCL_FY25_ENG_TEXASV2DOMNOOFF_728x90,5401486,4549
2025-12-29,CF30HNT-3987252-WDW_FY24_ENG_Holidaysexploreticsv2CFTNOOFF_320x50,4776814,29606
2025-12-29,CF30HNT-3987252-WDW_FY24_ENG_Holidaysexploreticsv2CFTNOOFF_320x50_160x600.zip,5587987,812
2025-12-29,CF30HNT-3987252-WDW_FY24_ENG_Holidaysexploreticsv2CFTNOOFF_320x50_300x250.zip,5587988,11515
2025-12-29,CF30HNT-3987252-WDW_FY24_ENG_Holidaysexploreticsv2CFTNOOFF_320x50_300x600.zip,5587989,1298
2025-12-29,CF30HNT-3987252-WDW_FY24_ENG_Holidaysexploreticsv2CFTNOOFF_320x50_728x90.zip,5587990,4484
2025-12-29,CFVP1NK-5231850-DVC_FY26_ENG_HolidayOfferAnimatedBannersDVCMEMNOOFF_160x600,5827747,256
2025-12-29,CFVP1NK-5231850-DVC_FY26_ENG_HolidayOfferAnimatedBannersDVCMEMNOOFF_300x250,5827748,3999
2025-12-29,CFVP1NK-5231850-DVC_FY26_ENG_HolidayOfferAnimatedBannersDVCMEMNOOFF_300x600,5827749,360
2025-12-29,CFVP1NK-5231850-DVC_FY26_ENG_HolidayOfferAnimatedBannersDVCMEMNOOFF_320x50,5789699,3617
2025-12-29,CFVP1NK-5231850-DVC_FY26_ENG_HolidayOfferAnimatedBannersDVCMEMNOOFF_728x90,5827750,984
2025-12-29,CG6DK24-4436102-WDW_FY25_PGE_InfiniteMagicCharactersV2LATAMNOOFF_300x250.zip,5217915,147080
2025-12-29,CG6DK24-4436102-WDW_FY25_PGE_InfiniteMagicCharactersV2LATAMNOOFF_300x600.zip,5217917,23931
2025-12-29,CG6DK24-4436102-WDW_FY25_PGE_InfiniteMagicCharactersV2LATAMNOOFF_320x50.jpg,5123111,5016
2025-12-29,CG6DK24-4436102-WDW_FY25_PGE_InfiniteMagicCharactersV2LATAMNOOFF_728x90.zip,5217918,4465
2025-12-29,CGQ3VOL-4667950-DLR_FY25_ENG_YoungFamMFTUFY4Update_300x250,5392754,2272
2025-12-29,CGQ3VOL-4667950-DLR_FY25_ENG_YoungFamMFTUFY4Update_300x600,5392755,1
2025-12-29,CGQ3VOL-4667950-DLR_FY25_ENG_YoungFamMFTUFY4Update_320x50,5366978,2061
2025-12-29,CGQ3VOL-4667950-DLR_FY25_ENG_YoungFamMFTUFY4Update_728x90,5392756,619
2025-12-29,CH08DP0-4868851-WDW_FY26_ENG_Q2OfferInspireStaticDOMDomesticQ2Package_160x600,5591335,12259
2025-12-29,CH08DP0-4868851-WDW_FY26_ENG_Q2OfferInspireStaticDOMDomesticQ2Package_300x250,5591336,308695
2025-12-29,CH08DP0-4868851-WDW_FY26_ENG_Q2OfferInspireStaticDOMDomesticQ2Package_300x600,5591337,39545
2025-12-29,CH08DP0-4868851-WDW_FY26_ENG_Q2OfferInspireStaticDOMDomesticQ2Package_320x50,5522070,165230
2025-12-29,CH08DP0-4868851-WDW_FY26_ENG_Q2OfferInspireStaticDOMDomesticQ2Package_728x90,5591338,52566
2025-12-29,CHOSBGF-5089800-WDW_FY26_SPN_APRebrandPASSHLDRDisneyPixieDustPass_160x600,5682420,380
2025-12-29,CHOSBGF-5089800-WDW_FY26_SPN_APRebrandPASSHLDRDisneyPixieDustPass_300x250,5682421,3587
2025-12-29,CHOSBGF-5089800-WDW_FY26_SPN_APRebrandPASSHLDRDisneyPixieDustPass_300x600,5682422,330
2025-12-29,CHOSBGF-5089800-WDW_FY26_SPN_APRebrandPASSHLDRDisneyPixieDustPass_320x50,5646559,2774
2025-12-29,CHOSBGF-5089800-WDW_FY26_SPN_APRebrandPASSHLDRDisneyPixieDustPass_728x90,5646560,946
2025-12-29,CHVLTPR-4598853-ABD_FY25_ENG_Q42026NewItineraries_160x600,5490134,6024
2025-12-29,CHVLTPR-4598853-ABD_FY25_ENG_Q42026NewItineraries_300x250,5490135,121320
2025-12-29,CHVLTPR-4598853-ABD_FY25_ENG_Q42026NewItineraries_300x600,5490136,25696
2025-12-29,CHVLTPR-4598853-ABD_FY25_ENG_Q42026NewItineraries_320x50,5472014,59047
2025-12-29,CHVLTPR-4598853-ABD_FY25_ENG_Q42026NewItineraries_728x90,5490137,24336
2025-12-29,CI4M85A-4436102-WDW_FY25_SPN_InfiniteMagicCharactersV1LATAMNOOFF_300x250.zip,5216979,94830
2025-12-29,CI4M85A-4436102-WDW_FY25_SPN_InfiniteMagicCharactersV1LATAMNOOFF_300x600.zip,5216980,13485
2025-12-29,CI4M85A-4436102-WDW_FY25_SPN_InfiniteMagicCharactersV1LATAMNOOFF_320x50.jpg,5123112,26030
2025-12-29,CI4M85A-4436102-WDW_FY25_SPN_InfiniteMagicCharactersV1LATAMNOOFF_728x90.zip,5216981,38714
2025-12-29,CJ08GXE-4811501-WDW_FY26_ENG_SpringFOTAUSNOOFF_160x600,5788308,43634
2025-12-29,CJ08GXE-4811501-WDW_FY26_ENG_SpringFOTAUSNOOFF_300x250,5788309,499793
2025-12-29,CJ08GXE-4811501-WDW_FY26_ENG_SpringFOTAUSNOOFF_300x600,5788310,52676
2025-12-29,CJ08GXE-4811501-WDW_FY26_ENG_SpringFOTAUSNOOFF_320x50,5763897,359924
2025-12-29,CJ08GXE-4811501-WDW_FY26_ENG_SpringFOTAUSNOOFF_728x90,5788311,157403
2025-12-29,CJ3ROCB-4602852-DLR_FY25_ENG_HolidaysINSPIREDOMNOOFF_160x600,5518433,0
2025-12-29,CJ70L6U-4949701-DLR_FY26_ENG_MagicKeyAcquisitionV2_160x600,5712833,2768
2025-12-29,CJ70L6U-4949701-DLR_FY26_ENG_MagicKeyAcquisitionV2_300x250,5712834,36896
2025-12-29,CJ70L6U-4949701-DLR_FY26_ENG_MagicKeyAcquisitionV2_300x600,5712835,4411
2025-12-29,CJ70L6U-4949701-DLR_FY26_ENG_MagicKeyAcquisitionV2_320x50,5711747,36698
2025-12-29,CJ70L6U-4949701-DLR_FY26_ENG_MagicKeyAcquisitionV2_728x90,5712836,8041
2025-12-29,CJ75W7P-4433750-DCL_FY25_ENG_WISHACTIVATEFLDOMNOOFF_160x600,5225606,1857
2025-12-29,CJ75W7P-4433750-DCL_FY25_ENG_WISHACTIVATEFLDOMNOOFF_300x250,5225607,18438
2025-12-29,CJ75W7P-4433750-DCL_FY25_ENG_WISHACTIVATEFLDOMNOOFF_300x600,5225608,1165
2025-12-29,CJ75W7P-4433750-DCL_FY25_ENG_WISHACTIVATEFLDOMNOOFF_320x50,5268683,16561
2025-12-29,CJ75W7P-4433750-DCL_FY25_ENG_WISHACTIVATEFLDOMNOOFF_728x90,5225609,5341
2025-12-29,CJK6V5L-4794751-DCL_FY25_ENG_ALASKAINSPIREDOMNOOFF_160x600,5595885,9065
2025-12-29,CJK6V5L-4794751-DCL_FY25_ENG_ALASKAINSPIREDOMNOOFF_300x250,5595886,62019
2025-12-29,CJK6V5L-4794751-DCL_FY25_ENG_ALASKAINSPIREDOMNOOFF_300x600,5595887,11062
2025-12-29,CJK6V5L-4794751-DCL_FY25_ENG_ALASKAINSPIREDOMNOOFF_320x50,5557555,66547
2025-12-29,CJK6V5L-4794751-DCL_FY25_ENG_ALASKAINSPIREDOMNOOFF_728x90,5595888,50326
2025-12-29,CJP4IIN-4437011-DVC_FY25_ENG_BannersQ3CabinsDisplayDOMNOOFF_160x600,5206367,1789
2025-12-29,CJP4IIN-4437011-DVC_FY25_ENG_BannersQ3CabinsDisplayDOMNOOFF_300x250,5206368,23557
2025-12-29,CJP4IIN-4437011-DVC_FY25_ENG_BannersQ3CabinsDisplayDOMNOOFF_300x600,5206369,3055
2025-12-29,CJP4IIN-4437011-DVC_FY25_ENG_BannersQ3CabinsDisplayDOMNOOFF_320x50,5206103,18442
2025-12-29,CJP4IIN-4437011-DVC_FY25_ENG_BannersQ3CabinsDisplayDOMNOOFF_728x90,5206370,6160
2025-12-29,CJSDJCL-4303350-SBD_FY25_ENG_CotinoNATIONAL_160x600,5117740,2
2025-12-29,CJSDJCL-4303350-SBD_FY25_ENG_CotinoNATIONAL_300x250,5111331,73487
2025-12-29,CJSDJCL-4303350-SBD_FY25_ENG_CotinoNATIONAL_300x600,5111329,14936
2025-12-29,CJSDJCL-4303350-SBD_FY25_ENG_CotinoNATIONAL_320x50,5101352,21104
2025-12-29,CJSDJCL-4303350-SBD_FY25_ENG_CotinoNATIONAL_728x90,5111332,93518
2025-12-29,CK5C8I2-3830361-WDW_FY24_ENG_SCASecondTouchResorts_160x600,4918225,146
2025-12-29,CK5C8I2-3830361-WDW_FY24_ENG_SCASecondTouchResorts_300x250,4918227,1375
2025-12-29,CK5C8I2-3830361-WDW_FY24_ENG_SCASecondTouchResorts_300x600,4918226,136
2025-12-29,CK5C8I2-3830361-WDW_FY24_ENG_SCASecondTouchResorts_320x50,4918787,274
2025-12-29,CK5C8I2-3830361-WDW_FY24_ENG_SCASecondTouchResorts_728x90,4918228,305
2025-12-29,CKWX37I-2789846-DLR_FY23_ENG_HotelEvergreenWelcomeToHappy_160x600,4232549,3156
2025-12-29,CKWX37I-2789846-DLR_FY23_ENG_HotelEvergreenWelcomeToHappy_300x250,4232550,29006
2025-12-29,CKWX37I-2789846-DLR_FY23_ENG_HotelEvergreenWelcomeToHappy_300x600,4232551,3818
2025-12-29,CKWX37I-2789846-DLR_FY23_ENG_HotelEvergreenWelcomeToHappy_320x50,4226962,18988
2025-12-29,CKWX37I-2789846-DLR_FY23_ENG_HotelEvergreenWelcomeToHappy_728x90,4232548,11193
2025-12-29,CL17FA6-4865250-WDW_FY25_ENG_RoomOnlyTransactTSBQ2Q3RoomOnlyOffer_160x600,5595671,199026
2025-12-29,CL17FA6-4865250-WDW_FY25_ENG_RoomOnlyTransactTSBQ2Q3RoomOnlyOffer_300x250,5595672,1760256
2025-12-29,CL17FA6-4865250-WDW_FY25_ENG_RoomOnlyTransactTSBQ2Q3RoomOnlyOffer_300x600,5595673,207012
2025-12-29,CL17FA6-4865250-WDW_FY25_ENG_RoomOnlyTransactTSBQ2Q3RoomOnlyOffer_320x50,5521468,1431122
2025-12-29,CL17FA6-4865250-WDW_FY25_ENG_RoomOnlyTransactTSBQ2Q3RoomOnlyOffer_728x90,5595674,487909
2025-12-29,CL4AYPF-4983150-WDW_FY25_ENG_HolidaysTRANSACTFLRESNOOFF_160x600,5625010,9178
2025-12-29,CL4AYPF-4983150-WDW_FY25_ENG_HolidaysTRANSACTFLRESNOOFF_300x250,5625011,81018
2025-12-29,CL4AYPF-4983150-WDW_FY25_ENG_HolidaysTRANSACTFLRESNOOFF_300x600,5625012,7476
2025-12-29,CL4AYPF-4983150-WDW_FY25_ENG_HolidaysTRANSACTFLRESNOOFF_320x50,5611415,36441
2025-12-29,CL4AYPF-4983150-WDW_FY25_ENG_HolidaysTRANSACTFLRESNOOFF_728x90,5625013,21080
2025-12-29,CL4EAW2-4903500-WDW_FY25_ENG_RoomOnlyTransactFLRESQ2ResortOffer_160x600,5695201,13395
2025-12-29,CL4EAW2-4903500-WDW_FY25_ENG_RoomOnlyTransactFLRESQ2ResortOffer_300x250,5695203,175467
2025-12-29,CL4EAW2-4903500-WDW_FY25_ENG_RoomOnlyTransactFLRESQ2ResortOffer_300x600,5695204,20228
2025-12-29,CL4EAW2-4903500-WDW_FY25_ENG_RoomOnlyTransactFLRESQ2ResortOffer_320x50,5630506,128109
2025-12-29,CL4EAW2-4903500-WDW_FY25_ENG_RoomOnlyTransactFLRESQ2ResortOffer_728x90,5695205,43506
2025-12-29,CL6WB2P-4163104-WDW_FY25_ENG_PreSchoolWeNeedMagicDigitalBannersWave1PREKNOOFF_160x600,5222664,12392
2025-12-29,CL6WB2P-4163104-WDW_FY25_ENG_PreSchoolWeNeedMagicDigitalBannersWave1PREKNOOFF_300x250,5222665,308210
2025-12-29,CL6WB2P-4163104-WDW_FY25_ENG_PreSchoolWeNeedMagicDigitalBannersWave1PREKNOOFF_300x600,5222667,39970
2025-12-29,CL6WB2P-4163104-WDW_FY25_ENG_PreSchoolWeNeedMagicDigitalBannersWave1PREKNOOFF_320x50,5115480,165523
2025-12-29,CL6WB2P-4163104-WDW_FY25_ENG_PreSchoolWeNeedMagicDigitalBannersWave1PREKNOOFF_728x90,5222670,52220
2025-12-29,CLEMXDT-4865250-WDW_FY25_ENG_RoomOnlyTransactCANQ2Q3RoomOnlyOfferCNE_160x600,5572153,6172
2025-12-29,CLEMXDT-4865250-WDW_FY25_ENG_RoomOnlyTransactCANQ2Q3RoomOnlyOfferCNE_300x250,5572154,47248
2025-12-29,CLEMXDT-4865250-WDW_FY25_ENG_RoomOnlyTransactCANQ2Q3RoomOnlyOfferCNE_300x600,5572155,8867
2025-12-29,CLEMXDT-4865250-WDW_FY25_ENG_RoomOnlyTransactCANQ2Q3RoomOnlyOfferCNE_320x50,5521469,48308
2025-12-29,CLEMXDT-4865250-WDW_FY25_ENG_RoomOnlyTransactCANQ2Q3RoomOnlyOfferCNE_728x90,5572156,19778
2025-12-29,CLH72CO-NA-WDW_FY25_ENG_MemoryMakerQ4_160x600,5396840,5518
2025-12-29,CLH72CO-NA-WDW_FY25_ENG_MemoryMakerQ4_300x250,5396841,31901
2025-12-29,CLH72CO-NA-WDW_FY25_ENG_MemoryMakerQ4_300x600,5396839,1569
2025-12-29,CLH72CO-NA-WDW_FY25_ENG_MemoryMakerQ4_320x50,5396842,17848
2025-12-29,CLH72CO-NA-WDW_FY25_ENG_MemoryMakerQ4_728x90,5396838,7770
2025-12-29,CLQW4IL-3830361-WDW_FY24_ENG_SCAFirstTouch_160x600,4918356,641
2025-12-29,CLQW4IL-3830361-WDW_FY24_ENG_SCAFirstTouch_300x250,4918357,4529
2025-12-29,CLQW4IL-3830361-WDW_FY24_ENG_SCAFirstTouch_300x600,4918358,912
2025-12-29,CLQW4IL-3830361-WDW_FY24_ENG_SCAFirstTouch_320x50,4736005,1428
2025-12-29,CLQW4IL-3830361-WDW_FY24_ENG_SCAFirstTouch_728x90,4918359,1409
2025-12-29,CLX6GTY-5080552-NGE_FY26_ENG_ExpeditionCruiseQ1ExpeditionCruiseGalapagosBannersDOMNOOFF_160x600,5699544,2103
2025-12-29,CLX6GTY-5080552-NGE_FY26_ENG_ExpeditionCruiseQ1ExpeditionCruiseGalapagosBannersDOMNOOFF_300x250,5699541,65004
2025-12-29,CLX6GTY-5080552-NGE_FY26_ENG_ExpeditionCruiseQ1ExpeditionCruiseGalapagosBannersDOMNOOFF_300x600,5699542,7158
2025-12-29,CLX6GTY-5080552-NGE_FY26_ENG_ExpeditionCruiseQ1ExpeditionCruiseGalapagosBannersDOMNOOFF_728x90,5699543,8268
2025-12-29,CLX6GTY-5080552-NGE_FY26_ENG_ExpeditionCruiseQ1ExpeditionCruiseGalapagosMobileStaticDOMNOOFF_320x50,5684957,27388
2025-12-29,CMAVLNC-4068002-WDW_FY24_ENG_HolidaysDisneySpringsPLAYFLRESNOOFF_160x600,5686995,1381
2025-12-29,CMAVLNC-4068002-WDW_FY24_ENG_HolidaysDisneySpringsPLAYFLRESNOOFF_300x250,5686996,8101
2025-12-29,CMAVLNC-4068002-WDW_FY24_ENG_HolidaysDisneySpringsPLAYFLRESNOOFF_300x600,5686997,1502
2025-12-29,CMAVLNC-4068002-WDW_FY24_ENG_HolidaysDisneySpringsPLAYFLRESNOOFF_320x50.jpg,4917483,34711
2025-12-29,CMAVLNC-4068002-WDW_FY24_ENG_HolidaysDisneySpringsPLAYFLRESNOOFF_728x90,5686998,4852
2025-12-29,CMDJ1CB-4850355-WDW_FY25_SPN_HolidaysTinyWorldLATAMNOOFF_728x90,5498707,0
2025-12-29,CME2GDS-4460550-DLR_FY25_SPN_EvergreenInspire_160x600,5187999,119
2025-12-29,CME2GDS-4460550-DLR_FY25_SPN_EvergreenInspire_300x250,5188001,1436
2025-12-29,CME2GDS-4460550-DLR_FY25_SPN_EvergreenInspire_300x600,5188003,111
2025-12-29,CME2GDS-4460550-DLR_FY25_SPN_EvergreenInspire_320x50,5182850,2025
2025-12-29,CME2GDS-4460550-DLR_FY25_SPN_EvergreenInspire_728x90,5188005,504
2025-12-29,CMVEI18-3068985-DCL_FY22_FRE_OFFERWAVE1CANRESIDENT_160x600.zip,4167168,2690
2025-12-29,CMVEI18-3068985-DCL_FY22_FRE_OFFERWAVE1CANRESIDENT_300x250.zip,4167169,10019
2025-12-29,CMVEI18-3068985-DCL_FY22_FRE_OFFERWAVE1CANRESIDENT_300x600.zip,4167170,3114
2025-12-29,CMVEI18-3068985-DCL_FY22_FRE_OFFERWAVE1CANRESIDENT_320x50,4158349,4604
2025-12-29,CMVEI18-3068985-DCL_FY22_FRE_OFFERWAVE1CANRESIDENT_728x90.zip,4167171,6651
2025-12-29,CMWY4YL-4937651-AUL_FY26_ENG_EvergreenActivateDOMNOOFF_160x600,5590756,2347
2025-12-29,CMWY4YL-4937651-AUL_FY26_ENG_EvergreenActivateDOMNOOFF_300x250,5590757,72075
2025-12-29,CMWY4YL-4937651-AUL_FY26_ENG_EvergreenActivateDOMNOOFF_300x600,5590758,8210
2025-12-29,CMWY4YL-4937651-AUL_FY26_ENG_EvergreenActivateDOMNOOFF_320x50,5573099,37184
2025-12-29,CMWY4YL-4937651-AUL_FY26_ENG_EvergreenActivateDOMNOOFF_728x90,5590759,11439
2025-12-29,CN9P7NI-4865250-WDW_FY25_FRC_RoomOnlyTransactCANQ2Q3RoomOnlyOffer_160x600,5572163,3586
2025-12-29,CN9P7NI-4865250-WDW_FY25_FRC_RoomOnlyTransactCANQ2Q3RoomOnlyOffer_300x250,5572164,15205
2025-12-29,CN9P7NI-4865250-WDW_FY25_FRC_RoomOnlyTransactCANQ2Q3RoomOnlyOffer_300x600,5572165,98
2025-12-29,CN9P7NI-4865250-WDW_FY25_FRC_RoomOnlyTransactCANQ2Q3RoomOnlyOffer_320x50,5521470,16634
2025-12-29,CN9P7NI-4865250-WDW_FY25_FRC_RoomOnlyTransactCANQ2Q3RoomOnlyOffer_728x90,5572166,5868
2025-12-29,CNC5UCJ-4987600-WDW_ENG_FY26DiningEECDiningEvergreenV1STATICDOMNOOFF_160x600,5680279,7376
2025-12-29,CNC5UCJ-4987600-WDW_ENG_FY26DiningEECDiningEvergreenV1STATICDOMNOOFF_300x250,5680280,46947
2025-12-29,CNC5UCJ-4987600-WDW_ENG_FY26DiningEECDiningEvergreenV1STATICDOMNOOFF_300x600,5680281,1649
2025-12-29,CNC5UCJ-4987600-WDW_ENG_FY26DiningEECDiningEvergreenV1STATICDOMNOOFF_320x50,5609544,36706
2025-12-29,CNC5UCJ-4987600-WDW_ENG_FY26DiningEECDiningEvergreenV1STATICDOMNOOFF_728x90,5680282,11822
2025-12-29,CNLVKOY-3413114-WDW_FY24_ENG_HispanicMKHISPNOOFFPuraMagiaSet4_160x600,4871312,12369
2025-12-29,CNLVKOY-3413114-WDW_FY24_ENG_HispanicMKHISPNOOFFPuraMagiaSet4_300x250,4871313,307771
2025-12-29,CNLVKOY-3413114-WDW_FY24_ENG_HispanicMKHISPNOOFFPuraMagiaSet4_300x600,4871314,39380
